filepath,filename,genus,species,species_only,sex,strain,image_id,strain_applicable,species_id,sex_id,strain_id,split
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0050.jpg,anopheles_freeborni_m_F1_image0050.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0050,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0031.jpg,anopheles_arabiensis_f_DONGOLA_image0031.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0031,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0024.jpg,anopheles_freeborni_m_F1_image0024.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0024,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0030.jpg,anopheles_coluzzi_f_MOPTI_image0030.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0030,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0068.jpg,aedes_aegypti_m_NEWORLEANS_image0068.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0068,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0125.jpg,anopheles_arabiensis_f_DONGOLA_image0125.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0125,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0023.jpg,anopheles_arabiensis_f_DONGOLA_image0023.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0023,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0115.jpg,aedes_aegypti_f_NEWORLEANS_image0115.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0115,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0036.jpg,anopheles_albimanus_f_STECLA_image0036.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0036,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0008.jpg,anopheles_arabiensis_f_DONGOLA_image0008.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0008,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0028.jpg,anopheles_farauti_m_FAR1_image0028.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0028,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0039.jpg,anopheles_arabiensis_m_DONGOLA_image0039.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0039,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0003.jpg,anopheles_arabiensis_m_DONGOLA_image0003.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0003,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0038.jpg,anopheles_arabiensis_f_DONGOLA_image0038.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0038,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0017.jpg,anopheles_albimanus_f_STECLA_image0017.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0017,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0019.jpg,anopheles_freeborni_f_F1_image0019.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0019,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_m_STECLA_image0004.jpg,anopheles_albimanus_m_STECLA_image0004.jpg,anopheles,anopheles_albimanus,albimanus,male,STECLA,image0004,False,1,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0085.jpg,aedes_aegypti_f_NEWORLEANS_image0085.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0085,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0054.jpg,anopheles_arabiensis_f_DONGOLA_image0054.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0054,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_f_FAR1_image0007.jpg,anopheles_farauti_f_FAR1_image0007.jpg,anopheles,anopheles_farauti,farauti,female,FAR1,image0007,False,5,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0001.jpg,anopheles_albimanus_f_STECLA_image0001.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0001,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0061.jpg,aedes_aegypti_m_NEWORLEANS_image0061.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0061,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0017.jpg,anopheles_coluzzi_m_MOPTI_image0017.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0017,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0009.jpg,anopheles_arabiensis_f_DONGOLA_image0009.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0009,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0114.jpg,anopheles_arabiensis_f_DONGOLA_image0114.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0114,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0036.jpg,aedes_aegypti_m_NEWORLEANS_image0036.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0036,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0023.jpg,anopheles_albimanus_f_STECLA_image0023.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0023,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0042.jpg,anopheles_coluzzi_f_MOPTI_image0042.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0042,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0010.jpg,anopheles_coluzzi_f_MOPTI_image0010.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0010,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0097.jpg,anopheles_arabiensis_f_DONGOLA_image0097.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0097,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0044.jpg,anopheles_freeborni_f_F1_image0044.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0044,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0106.jpg,aedes_aegypti_f_NEWORLEANS_image0106.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0106,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0045.jpg,aedes_aegypti_m_NEWORLEANS_image0045.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0045,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0109.jpg,aedes_aegypti_f_NEWORLEANS_image0109.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0109,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0068.jpg,anopheles_arabiensis_f_DONGOLA_image0068.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0068,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0141.jpg,aedes_aegypti_f_NEWORLEANS_image0141.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0141,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0048.jpg,anopheles_arabiensis_m_DONGOLA_image0048.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0048,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0019.jpg,anopheles_albimanus_f_STECLA_image0019.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0019,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0008.jpg,anopheles_freeborni_m_F1_image0008.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0008,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0040.jpg,anopheles_freeborni_m_F1_image0040.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0040,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0004.jpg,anopheles_albimanus_f_STECLA_image0004.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0004,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0016.jpg,anopheles_arabiensis_f_DONGOLA_image0016.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0016,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0057.jpg,aedes_aegypti_f_NEWORLEANS_image0057.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0057,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0020.jpg,aedes_aegypti_m_NEWORLEANS_image0020.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0020,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0020.jpg,anopheles_arabiensis_m_DONGOLA_image0020.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0020,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0002.jpg,anopheles_farauti_m_FAR1_image0002.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0002,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0076.jpg,anopheles_arabiensis_f_DONGOLA_image0076.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0076,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0067.jpg,aedes_aegypti_m_NEWORLEANS_image0067.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0067,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0001.jpg,anopheles_coluzzi_f_MOPTI_image0001.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0001,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0081.jpg,anopheles_arabiensis_f_DONGOLA_image0081.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0081,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0043.jpg,anopheles_coluzzi_f_MOPTI_image0043.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0043,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0014.jpg,anopheles_coluzzi_m_MOPTI_image0014.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0014,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0031.jpg,anopheles_albimanus_f_STECLA_image0031.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0031,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0035.jpg,anopheles_atroparvus_f_EBRO_image0035.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0035,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0022.jpg,anopheles_freeborni_m_F1_image0022.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0022,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0146.jpg,aedes_aegypti_f_NEWORLEANS_image0146.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0146,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0013.jpg,anopheles_freeborni_f_F1_image0013.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0013,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0033.jpg,anopheles_coluzzi_f_MOPTI_image0033.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0033,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0038.jpg,anopheles_albimanus_f_STECLA_image0038.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0038,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0102.jpg,aedes_aegypti_f_NEWORLEANS_image0102.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0102,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0009.jpg,anopheles_freeborni_m_F1_image0009.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0009,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0041.jpg,anopheles_farauti_m_FAR1_image0041.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0041,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0047.jpg,anopheles_arabiensis_f_DONGOLA_image0047.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0047,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0033.jpg,anopheles_atroparvus_f_EBRO_image0033.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0033,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0024.jpg,aedes_aegypti_f_NEWORLEANS_image0024.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0024,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0147.jpg,aedes_aegypti_f_NEWORLEANS_image0147.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0147,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0044.jpg,anopheles_farauti_m_FAR1_image0044.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0044,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0015.jpg,anopheles_freeborni_m_F1_image0015.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0015,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0021.jpg,aedes_aegypti_m_NEWORLEANS_image0021.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0021,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0043.jpg,aedes_aegypti_m_NEWORLEANS_image0043.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0043,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0007.jpg,anopheles_arabiensis_m_DONGOLA_image0007.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0007,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0012.jpg,anopheles_atroparvus_f_EBRO_image0012.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0012,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0013.jpg,anopheles_arabiensis_f_DONGOLA_image0013.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0013,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0016.jpg,anopheles_coluzzi_m_MOPTI_image0016.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0016,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0094.jpg,aedes_aegypti_f_NEWORLEANS_image0094.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0094,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0012.jpg,anopheles_arabiensis_f_DONGOLA_image0012.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0012,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0001.jpg,anopheles_freeborni_m_F1_image0001.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0001,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0012.jpg,anopheles_albimanus_f_STECLA_image0012.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0012,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0073.jpg,anopheles_arabiensis_f_DONGOLA_image0073.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0073,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0007.jpg,anopheles_farauti_m_FAR1_image0007.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0007,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0056.jpg,aedes_aegypti_m_NEWORLEANS_image0056.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0056,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0047.jpg,aedes_aegypti_f_NEWORLEANS_image0047.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0047,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0035.jpg,aedes_aegypti_f_NEWORLEANS_image0035.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0035,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0012.jpg,anopheles_freeborni_f_F1_image0012.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0012,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0100.jpg,anopheles_arabiensis_f_DONGOLA_image0100.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0100,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0018.jpg,anopheles_freeborni_m_F1_image0018.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0018,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0017.jpg,anopheles_freeborni_m_F1_image0017.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0017,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0144.jpg,aedes_aegypti_f_NEWORLEANS_image0144.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0144,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0037.jpg,anopheles_arabiensis_f_DONGOLA_image0037.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0037,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0021.jpg,anopheles_albimanus_f_STECLA_image0021.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0021,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0009.jpg,anopheles_arabiensis_m_DONGOLA_image0009.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0009,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0028.jpg,aedes_aegypti_m_NEWORLEANS_image0028.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0028,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0028.jpg,anopheles_albimanus_f_STECLA_image0028.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0028,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_m_MOPTI_image0008.jpg,anopheles_coluzzi_m_MOPTI_image0008.jpg,anopheles,anopheles_coluzzi,coluzzi,male,MOPTI,image0008,False,4,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0016.jpg,anopheles_coluzzi_f_MOPTI_image0016.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0016,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_coluzzi_f_MOPTI_image0021.jpg,anopheles_coluzzi_f_MOPTI_image0021.jpg,anopheles,anopheles_coluzzi,coluzzi,female,MOPTI,image0021,False,4,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0006.jpg,anopheles_freeborni_m_F1_image0006.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0006,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0014.jpg,anopheles_albimanus_f_STECLA_image0014.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0014,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_f_DONGOLA_image0077.jpg,anopheles_arabiensis_f_DONGOLA_image0077.jpg,anopheles,anopheles_arabiensis,arabiensis,female,DONGOLA,image0077,False,2,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_albimanus_f_STECLA_image0030.jpg,anopheles_albimanus_f_STECLA_image0030.jpg,anopheles,anopheles_albimanus,albimanus,female,STECLA,image0030,False,1,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_m_F1_image0004.jpg,anopheles_freeborni_m_F1_image0004.jpg,anopheles,anopheles_freeborni,freeborni,male,F1,image0004,False,6,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0088.jpg,aedes_aegypti_f_NEWORLEANS_image0088.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0088,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0054.jpg,aedes_aegypti_f_NEWORLEANS_image0054.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0054,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0049.jpg,aedes_aegypti_m_NEWORLEANS_image0049.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0049,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_arabiensis_m_DONGOLA_image0055.jpg,anopheles_arabiensis_m_DONGOLA_image0055.jpg,anopheles,anopheles_arabiensis,arabiensis,male,DONGOLA,image0055,False,2,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0142.jpg,aedes_aegypti_f_NEWORLEANS_image0142.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0142,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0061.jpg,aedes_aegypti_f_NEWORLEANS_image0061.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0061,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0051.jpg,aedes_aegypti_f_NEWORLEANS_image0051.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0051,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0048.jpg,aedes_aegypti_m_NEWORLEANS_image0048.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0048,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0012.jpg,aedes_aegypti_f_NEWORLEANS_image0012.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0012,False,0,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_freeborni_f_F1_image0040.jpg,anopheles_freeborni_f_F1_image0040.jpg,anopheles,anopheles_freeborni,freeborni,female,F1,image0040,False,6,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_atroparvus_f_EBRO_image0003.jpg,anopheles_atroparvus_f_EBRO_image0003.jpg,anopheles,anopheles_atroparvus,atroparvus,female,EBRO,image0003,False,3,0,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_m_NEWORLEANS_image0016.jpg,aedes_aegypti_m_NEWORLEANS_image0016.jpg,aedes,aedes_aegypti,aegypti,male,NEWORLEANS,image0016,False,0,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/anopheles_farauti_m_FAR1_image0034.jpg,anopheles_farauti_m_FAR1_image0034.jpg,anopheles,anopheles_farauti,farauti,male,FAR1,image0034,False,5,1,-1,train
doi_10_5061_dryad_z08kprr92__v20201113/aedes_aegypti_f_NEWORLEANS_image0056.jpg,aedes_aegypti_f_NEWORLEANS_image0056.jpg,aedes,aedes_aegypti,aegypti,female,NEWORLEANS,image0056,False,0,0,-1,train
